title,rate,budget,revenue,runtime,year
Selma,7.4,20000000,66787908,127.0,2014
This Is Where I Leave You,6.5,19800000,41296320,103.0,2014
Endless Love,6.7,20000000,34077920,103.0,2014
Inherent Vice,6.5,20000000,11110975,148.0,2014
A Most Violent Year,6.5,20000000,12007070,125.0,2014
Ramanujan,5.0,0,0,170.0,2014
Dwegons,0.5,0,0,98.0,2014
Neighbors,6.2,18000000,268157400,96.0,2014
Left Behind,3.7,16000000,19682924,110.0,2014
Birdman,7.4,18000000,103215094,119.0,2014
And So It Goes,5.7,18000000,25312387,94.0,2014
Wolves,5.7,18000000,0,90.0,2014
The Prince,4.6,18000000,266586800,93.0,2014
Let's Be Cops,6.4,17000000,136621271,104.0,2014
Escobar: Paradise Lost,6.1,17000000,3758328,120.0,2014
The Homesman,6.4,16000000,3442853,122.0,2014
The Imitation Game,8.0,14000000,233555708,113.0,2014
The Theory of Everything,7.8,15000000,123726688,123.0,2014
Wild,7.0,15000000,52501541,115.0,2014
When the Game Stands Tall,6.3,15000000,30127963,115.0,2014
The November Man,6.0,15000000,32556119,108.0,2014
A Most Wanted Man,6.5,15000000,31554855,121.0,2014
Automata,5.6,7000000,0,110.0,2014
Freedom,5.8,14500000,0,98.0,2014
Mr. Turner,6.3,0,5405500,150.0,2014
Under the Skin,6.0,13300000,5380251,108.0,2014
St. Vincent,7.1,13000000,54837234,102.0,2014
About Last Night,6.0,12500000,49002684,100.0,2014
No Good Deed,5.6,13200000,53830415,83.0,2014
Earth to Echo,5.7,13000000,45300000,89.0,2014
The Fault in Our Stars,7.6,12000000,307166834,125.0,2014
Top Five,6.3,0,25434291,102.0,2014
Heaven is for Real,6.0,12000000,101332962,99.0,2014
Trash,7.1,0,0,112.0,2014
If I Stay,7.3,11000000,78874843,106.0,2014
Drive Hard,3.9,12000000,0,96.0,2014
The Bélier Family,7.0,11000000,0,105.0,2014
Big Eyes,6.8,10000000,28883511,105.0,2014
Black or White,6.5,9000000,21571189,121.0,2014
Rosewater,6.5,0,0,103.0,2014
Elsa & Fred,6.2,10000000,0,104.0,2014
Jungle Shuffle,6.5,0,0,85.0,2014
American Heist,4.3,10000000,0,94.0,2014
Plastic,6.1,10,0,102.0,2014
The Purge: Anarchy,6.6,9000000,108782847,104.0,2014
Barbecue,5.8,6000000,14348529,98.0,2014
Skin Trade,5.6,9000000,0,96.0,2014
Nightcrawler,7.6,8500000,38697217,117.0,2014
That Awkward Moment,6.1,8000000,26049082,94.0,2014
Aloft,5.1,8000000,53086,112.0,2014
Swelter,4.6,0,0,96.0,2014
Far from Men,6.6,7700000,0,110.0,2014
Devil's Due,4.4,7000000,36433975,89.0,2014
Beyond the Lights,7.0,7000000,14618727,116.0,2014
Z Storm,5.8,0,0,92.0,2014
Alpha and Omega: The Legend of the Saw Tooth Cave,6.5,0,0,53.0,2014
Annabelle,5.6,6500000,255273813,99.0,2014
Wish I Was Here,6.4,5500000,5483299,120.0,2014
Song One,5.5,6000000,32251,86.0,2014
Animals,6.2,0,0,90.0,2014
Miss Julie,5.9,5500000,5000000,120.0,2014
Ouija,4.9,5000000,103590271,89.0,2014
Paranormal Activity: The Marked Ones,5.2,5000000,86362372,84.0,2014
"As Above, So Below",6.1,5000000,40100000,93.0,2014
Addicted,5.4,0,0,105.0,2014
Still Alice,7.5,5000000,43884652,99.0,2014
Kill the Messenger,6.6,5000000,2450846,112.0,2014
Atlas Shrugged Part III: Who is John Galt?,3.9,5000000,846704,99.0,2014
Rudderless,7.4,5000000,0,105.0,2014
Henry & Me,3.0,5000000,0,67.0,2014
Dying of the Light,4.5,15000000,0,94.0,2014
Let's Kill Ward's Wife,5.5,5000000,0,81.0,2014
Moms' Night Out,5.5,5000000,10429707,98.0,2014
Fugly,5.3,0,0,134.0,2014
Falcon Rising,5.5,0,0,103.0,2014
Boyhood,7.5,4000000,44349000,164.0,2014
A Haunted House 2,5.4,0,0,87.0,2014
Joe,6.5,4000000,2365467,118.0,2014
Futuro Beach,6.4,0,0,106.0,2014
The Perfect Wave,4.4,0,0,113.0,2014
Desert Dancer,6.5,0,0,98.0,2014
Wicked Blood,5.3,3500000,0,92.0,2014
Lords of London,3.6,3440000,0,90.0,2014
Whiplash,8.3,3300000,13092000,105.0,2014
The Opposite Sex,4.1,3300000,45000,96.0,2014
Coming Home,6.9,0,0,111.0,2014
Tusk,5.1,2800000,1826705,102.0,2014
Fort McCoy,6.3,0,0,0.0,2014
They Came Together,5.3,0,0,84.0,2014
Something Wicked,4.6,3000000,0,95.0,2014
The Calling,5.6,0,0,108.0,2014
8 Days,0.0,0,0,90.0,2014
There's Always Woodstock,5.4,0,0,90.0,2014
The Last Five Years,5.5,0,0,94.0,2014
Out of the Dark,4.6,0,0,92.0,2014
Housebound,6.5,0,0,109.0,2014
Mutant World,2.6,0,1500000,85.0,2014
GirlHouse,5.2,3150000,0,100.0,2014
The Blue Room,6.2,0,0,75.0,2014
House at the End of the Drive,0.0,0,0,91.0,2014
Queen of the Mountains,0.0,0,0,135.0,2014
Da Sweet Blood of Jesus,4.1,0,0,123.0,2014
The Sleepwalker,4.1,0,0,92.0,2014
The Green Inferno,5.0,5000000,6833445,100.0,2014
The Skeleton Twins,6.7,0,5284309,90.0,2014
Obvious Child,6.7,0,3123963,83.0,2014
Palo Alto,6.4,0,0,100.0,2014
I Origins,7.5,0,336472,106.0,2014
Hits,4.9,1000000,0,96.0,2014
Hidden Away,7.6,0,0,96.0,2014
Doc Holliday's Revenge,3.2,1000000,0,84.0,2014
Bang Bang Baby,6.6,1000000,0,90.0,2014
Fear Clinic,4.0,1,0,95.0,2014
A Fine Step,4.1,0,0,90.0,2014
Ask Me Anything,5.5,950000,0,100.0,2014
Food Chains,7.4,913000,0,83.0,2014
Not Cool,3.7,0,0,90.0,2014
The Hadza:  Last of the First,0.0,0,0,70.0,2014
Water & Power,3.0,0,0,0.0,2014
Light from the Darkroom,0.0,0,0,0.0,2014
The Maid's Room,4.8,0,0,98.0,2014
The Outrageous Sophie Tucker,0.0,0,0,96.0,2014
The Sound and the Shadow,0.0,0,0,90.0,2014
Born to Fly: Elizabeth Streb vs. Gravity,5.0,0,0,82.0,2014
The Little Ponderosa Zoo,2.0,500000,0,84.0,2014
Mutual Friends,0.0,0,0,0.0,2014
Rise of the Entrepreneur: The Search for a Better Way,8.0,0,0,0.0,2014
Blue Ruin,6.9,0,258384,90.0,2014
Love in the Time of Monsters,5.0,0,0,0.0,2014
Locker 13,6.8,0,0,90.0,2014
Amidst the Devil's Wings,0.0,300000,0,90.0,2014
Give Me Shelter,0.0,0,0,90.0,2014
American Beast,0.0,0,0,89.0,2014
H.,6.5,0,0,93.0,2014
Archaeology of a Woman,0.0,0,0,94.0,2014
Butterfly Girl,0.0,0,0,77.0,2014
Perfect Cowboy,5.0,200,0,109.0,2014
Top Spin,6.8,0,0,80.0,2014
An American in Hollywood,0.0,0,0,89.0,2014
Dude Where's My Dog?,0.0,0,0,0.0,2014
The Past Is a Grotesque Animal,5.5,100,0,77.0,2014
Happy Christmas,5.2,0,0,82.0,2014
Tiger Orange,6.4,0,0,75.0,2014
The Signal,5.8,4000000,600896,95.0,2014
Dawn of the Crescent Moon,2.0,0,0,95.0,2014
Stories of Our Lives,0.0,0,0,60.0,2014
